SessionID,Wavfile,AdjUse,Notes,onset time,X6
9,Z-0026-08.wav,0,purple b,,
9,Z-0027-06.wav,1,,,
9,Z-0028-07.wav,1,,,
9,Z-0029-09.wav,1,,,
9,Z-0030-07.wav,1,,,
9,Z-0031-09.wav,1,,,
9,Z-0032-07.wav,0,,,
9,Z-0033-06.wav,1,,,
9,Z-0034-09.wav,1,,,
9,Z-0035-05.wav,1,,,
9,Z-0036-09.wav,1,,,
9,Z-0037-09.wav,1,,,
9,Z-0038-06.wav,0,,,
9,Z-0039-06.wav,1,,,
9,Z-0040-09.wav,1,,,
9,Z-0041-07.wav,0,,,
9,Z-0042-05.wav,1,,,
9,Z-0043-09.wav,1,,,
9,Z-0044-08.wav,1,,,
9,Z-0045-08.wav,0,,,
9,Z-0046-08.wav,0,,,
9,Z-0047-06.wav,1,,,
9,Z-0048-05.wav,1,,,
16,Z-0001-08.wav,1,,,
16,Z-0002-06.wav,1,,,
16,Z-0003-07.wav,1,,,
16,Z-0004-06.wav,1,,,
16,Z-0005-08.wav,1,,,
16,Z-0006-05.wav,0,,,
16,Z-0007-08.wav,1,,,
16,Z-0008-08.wav,1,,,
16,Z-0009-01.wav,1,,,
16,Z-0010-07.wav,1,,,
16,Z-0011-09.wav,1,,,
16,Z-0012-07.wav,1,,,
16,Z-0013-06.wav,1,,,
16,Z-0014-05.wav,1,,,
16,Z-0015-06.wav,1,,,
16,Z-0016-06.wav,1,,,
16,Z-0017-09.wav,1,,,
16,Z-0018-06.wav,1,,,
16,Z-0019-09.wav,1,,,
16,Z-0020-08.wav,1,,,
16,Z-0021-06.wav,1,,,
16,Z-0022-07.wav,1,,,
16,Z-0023-07.wav,1,,,
16,Z-0024-07.wav,1,,,
16,Z-0025-06.wav,1,,,
16,Z-0026-01.wav,1,,,
16,Z-0027-09.wav,1,,,
16,Z-0028-09.wav,1,,,
16,Z-0029-06.wav,1,,,
16,Z-0030-07.wav,1,,,
16,Z-0031-07.wav,1,,,
16,Z-0032-08.wav,1,,,
16,Z-0033-09.wav,1,,,
16,Z-0034-09.wav,0,,,
16,Z-0035-06.wav,1,,,
16,Z-0036-08.wav,1,,,
16,Z-0037-05.wav,1,,,
16,Z-0038-06.wav,1,,,
16,Z-0039-08.wav,1,,,
16,Z-0040-05.wav,1,,,
16,Z-0041-09.wav,0,,,
16,Z-0042-06.wav,0,,,
16,Z-0043-06.wav,0,,,
16,Z-0044-09.wav,1,,,
16,Z-0045-05.wav,0,,,
16,Z-0046-09.wav,1,,,
16,Z-0047-09.wav,1,,,
16,Z-0048-07.wav,1,,,
24,Z-0001-06.wav,1,big g green,,
24,Z-0002-07.wav,1,,,
24,Z-0003-02.wav,1,,,
24,Z-0004-08.wav,1,,,
24,Z-0005-07.wav,1,,,
24,Z-0006-09.wav,1,,,
24,Z-0007-08.wav,1,,,
24,Z-0008-06.wav,1,,,
24,Z-0009-06.wav,1,,,
24,Z-0010-05.wav,1,,,
24,Z-0011-06.wav,1,,,
24,Z-0012-09.wav,1,,,
24,Z-0013-07.wav,1,,,
24,Z-0014-09.wav,1,,,
24,Z-0015-09.wav,1,,,
24,Z-0016-06.wav,1,,,
24,Z-0017-09.wav,1,,,
24,Z-0018-08.wav,1,,,
24,Z-0019-05.wav,1,,,
24,Z-0020-08.wav,1,,,
24,Z-0021-08.wav,1,,,
24,Z-0022-06.wav,1,,,
24,Z-0023-05.wav,1,,,
24,Z-0024-09.wav,1,,,
24,Z-0025-06.wav,1,,,
24,Z-0026-08.wav,1,,,
24,Z-0027-06.wav,1,,,
24,Z-0028-06.wav,1,,,
24,Z-0029-08.wav,1,,,
24,Z-0030-06.wav,1,,,
24,Z-0031-06.wav,1,,,
24,Z-0032-07.wav,1,,,
24,Z-0033-09.wav,1,,,
24,Z-0034-09.wav,1,,,
24,Z-0035-09.wav,1,,,
24,Z-0036-06.wav,1,,,
24,Z-0037-06.wav,1,,,
24,Z-0038-09.wav,1,,,
24,Z-0039-05.wav,1,,,
24,Z-0040-09.wav,1,,,
24,Z-0041-07.wav,1,,,
24,Z-0042-09.wav,1,,,
24,Z-0043-06.wav,1,,,
24,Z-0044-07.wav,1,,,
24,Z-0045-08.wav,1,,,
24,Z-0046-09.wav,1,,,
24,Z-0047-05.wav,1,,,
24,Z-0048-08.wav,1,,,
34,Z-0001-08.wav,1,I and it’s the bigger one,,
34,Z-0002-08.wav,1,,,
34,Z-0003-08.wav,1,,,
34,Z-0004-05.wav,1,,,
34,Z-0005-07.wav,1,,,
34,Z-0006-05.wav,1,,,
34,Z-0007-07.wav,1,,,
34,Z-0008-07.wav,1,,,
34,Z-0009-08.wav,1,,,
34,Z-0010-09.wav,1,,,
34,Z-0011-07.wav,1,,,
34,Z-0012-08.wav,1,,,
34,Z-0013-08.wav,1,,,
34,Z-0014-09.wav,1,,,
34,Z-0015-08.wav,1,,,
34,Z-0016-09.wav,1,,,
34,Z-0017-07.wav,1,,,
34,Z-0018-06.wav,1,,,
34,Z-0019-08.wav,1,,,
34,Z-0020-06.wav,1,,,
34,Z-0021-05.wav,1,,,
34,Z-0022-09.wav,1,,,
34,Z-0023-09.wav,1,,,
34,Z-0024-06.wav,1,,,
34,Z-0025-05.wav,1,,,
34,Z-0026-07.wav,1,,,
34,Z-0027-06.wav,1,,,
34,Z-0028-09.wav,1,,,
34,Z-0029-07.wav,1,,,
34,Z-0030-08.wav,1,,,
34,Z-0031-08.wav,1,,,
34,Z-0032-07.wav,1,,,
34,Z-0033-08.wav,1,,,
34,Z-0034-07.wav,1,,,
34,Z-0035-06.wav,1,,,
34,Z-0036-07.wav,1,,,
34,Z-0037-06.wav,1,,,
34,Z-0038-07.wav,1,,,
34,Z-0039-06.wav,1,,,
34,Z-0040-07.wav,1,,,
34,Z-0041-09.wav,1,,,
34,Z-0042-09.wav,1,,,
34,Z-0043-07.wav,1,,,
34,Z-0044-08.wav,1,,,
34,Z-0045-06.wav,1,,,
34,Z-0046-07.wav,1,,,
34,Z-0047-06.wav,1,,,
34,Z-0048-06.wav,1,,,
36,Z-0001-07.wav,1,,,
36,Z-0002-01.wav,1,,,
36,Z-0003-09.wav,1,,,
36,Z-0004-06.wav,1,,,
36,Z-0005-06.wav,1,big blue g bottom left,,
36,Z-0006-09.wav,1,,,
36,Z-0007-09.wav,1,,,
36,Z-0008-09.wav,1,,,
36,Z-0009-07.wav,1,,,
36,Z-0010-09.wav,1,,,
36,Z-0011-06.wav,1,,,
36,Z-0012-06.wav,1,,,
36,Z-0013-06.wav,1,,,
36,Z-0014-06.wav,1,,,
36,Z-0015-07.wav,1,,,
36,Z-0016-09.wav,1,,,
36,Z-0017-07.wav,1,,,
36,Z-0018-09.wav,1,,,
36,Z-0019-07.wav,1,,,
36,Z-0020-06.wav,1,,,
36,Z-0021-08.wav,0,,,
36,Z-0022-09.wav,0,,,
36,Z-0023-09.wav,1,,,
36,Z-0024-07.wav,1,,,
36,Z-0025-09.wav,1,,,
36,Z-0026-08.wav,1,,,
36,Z-0027-09.wav,1,,,
36,Z-0028-06.wav,1,,,
36,Z-0029-07.wav,1,,,
36,Z-0030-01.wav,1,,,
36,Z-0031-06.wav,1,,,
36,Z-0032-07.wav,1,,,
36,Z-0033-07.wav,1,,,
36,Z-0034-08.wav,1,,,
36,Z-0035-08.wav,1,,,
36,Z-0036-08.wav,1,,,
36,Z-0037-07.wav,1,,,
36,Z-0038-09.wav,1,,,
36,Z-0039-06.wav,1,,,
36,Z-0040-06.wav,1,,,
36,Z-0041-09.wav,1,,,
36,Z-0042-06.wav,1,,,
36,Z-0043-07.wav,1,,,
36,Z-0044-08.wav,1,,,
36,Z-0045-08.wav,1,,,
36,Z-0046-06.wav,1,,,
36,Z-0047-08.wav,1,,,
36,Z-0048-06.wav,1,,,
37,Z-0001-08.wav,0,,,
37,Z-0002-09.wav,0,,,
37,Z-0003-09.wav,0,,,
37,Z-0004-09.wav,0,m the smaller m,,
37,Z-0005-09.wav,0,z the smaller z ,,
37,Z-0006-08.wav,0,,,
37,Z-0007-07.wav,0,,,
37,Z-0008-08.wav,0,,,
37,Z-0009-05.wav,0,,,
37,Z-0010-08.wav,0,,,
37,Z-0011-09.wav,0,,,
37,Z-0012-09.wav,0,,,
37,Z-0013-09.wav,0,,,
37,Z-0014-06.wav,0,,,
37,Z-0015-06.wav,0,,,
37,Z-0016-07.wav,0,,,
37,Z-0017-05.wav,0,,,
37,Z-0018-07.wav,0,,,
37,Z-0019-07.wav,0,,,
37,Z-0020-08.wav,0,,,
37,Z-0021-06.wav,0,,,
37,Z-0022-06.wav,0,,,
37,Z-0023-06.wav,0,,,
37,Z-0024-07.wav,0,,,
37,Z-0025-08.wav,0,,,
37,Z-0026-01.wav,0,,,
37,Z-0027-06.wav,0,,,
37,Z-0028-07.wav,0,,,
37,Z-0029-09.wav,0,,,
37,Z-0030-07.wav,0,,,
37,Z-0031-08.wav,0,,,
37,Z-0032-07.wav,0,,,
37,Z-0033-05.wav,0,,,
37,Z-0034-08.wav,0,,,
37,Z-0035-06.wav,0,,,
37,Z-0036-07.wav,0,,,
37,Z-0037-09.wav,0,,,
37,Z-0038-08.wav,0,,,
37,Z-0039-05.wav,0,,,
37,Z-0040-09.wav,0,,,
37,Z-0041-09.wav,0,,,
37,Z-0042-08.wav,0,,,
37,Z-0043-09.wav,0,,,
37,Z-0044-07.wav,0,,,
37,Z-0045-07.wav,0,,,
37,Z-0046-06.wav,0,,,
37,Z-0047-07.wav,0,,,
37,Z-0048-06.wav,0,,,
40,Z-0001-08.wav,1,,,
40,Z-0002-06.wav,1,,,
40,Z-0003-07.wav,1,,,
40,Z-0004-06.wav,1,,,
40,Z-0005-08.wav,1,,,
40,Z-0006-05.wav,1,,,
40,Z-0007-08.wav,1,,,
40,Z-0008-08.wav,1,,,
40,Z-0009-01.wav,1,,,
40,Z-0010-07.wav,0,,,
40,Z-0011-09.wav,1,,,
40,Z-0012-07.wav,1,,,
40,Z-0013-06.wav,,,,
40,Z-0014-05.wav,,,,
40,Z-0015-06.wav,1,,,
40,Z-0016-06.wav,,,,
40,Z-0017-09.wav,0,,,
40,Z-0018-06.wav,1,,,
40,Z-0019-09.wav,1,,,
40,Z-0020-08.wav,0,,,
40,Z-0021-06.wav,1,,,
40,Z-0022-07.wav,,,,
40,Z-0023-07.wav,1,,,
40,Z-0024-07.wav,0,,,
40,Z-0025-06.wav,,,,
40,Z-0026-01.wav,1,,,
40,Z-0027-09.wav,1,,,
40,Z-0028-09.wav,1,,,
40,Z-0029-06.wav,1,,,
40,Z-0030-07.wav,1,,,
40,Z-0031-07.wav,1,,,
40,Z-0032-08.wav,1,,,
40,Z-0033-09.wav,1,,,
40,Z-0034-09.wav,1,,,
40,Z-0035-06.wav,0,,,
40,Z-0036-08.wav,1,,,
40,Z-0037-05.wav,,,,
40,Z-0038-06.wav,0,,,
40,Z-0039-08.wav,1,,,
40,Z-0040-05.wav,1,,,
40,Z-0041-09.wav,1,,,
40,Z-0042-06.wav,1,,,
40,Z-0043-06.wav,1,makes correction but still adjective,,
40,Z-0044-09.wav,1,,,
40,Z-0045-05.wav,1,,,
40,Z-0046-09.wav,1,,,
40,Z-0047-09.wav,1,,,
40,Z-0048-07.wav,1,,,
43,Z-0001-07.wav,1,,,
43,Z-0002-01.wav,0,,,
43,Z-0003-09.wav,1,there is also another z which is bigger than this one,,
43,Z-0004-06.wav,1,j like justin the smallest,,
43,Z-0005-06.wav,0,blue g - capital,,
43,Z-0006-09.wav,1,,,
43,Z-0007-09.wav,1,,,
43,Z-0008-09.wav,1,capital big r ,,
43,Z-0009-07.wav,0,,,
43,Z-0010-09.wav,0,,,
43,Z-0011-06.wav,0,,,
43,Z-0012-06.wav,0,,,
43,Z-0013-06.wav,0,,,
43,Z-0014-06.wav,1,,,
43,Z-0015-07.wav,1,,,
43,Z-0016-09.wav,1,,,
43,Z-0017-07.wav,1,,,
43,Z-0018-09.wav,0,,,
43,Z-0019-07.wav,0,,,
43,Z-0020-06.wav,0,,,
43,Z-0021-08.wav,0,,,
43,Z-0022-09.wav,0,,,
43,Z-0023-09.wav,1,,,
43,Z-0024-07.wav,1,,,
43,Z-0025-09.wav,1,,,
43,Z-0026-08.wav,0,,,
43,Z-0027-09.wav,1,,,
43,Z-0028-06.wav,0,,,
43,Z-0029-07.wav,0,,,
43,Z-0030-01.wav,1,,,
43,Z-0031-06.wav,1,,,
43,Z-0032-07.wav,0,x green capital x,,
43,Z-0033-07.wav,0,,,
43,Z-0034-08.wav,0,,,
43,Z-0035-08.wav,0,,,
43,Z-0036-08.wav,1,on the right hand side there is a t which is bigger than this t ,,
43,Z-0037-07.wav,1,,,
43,Z-0038-09.wav,0,,,
43,Z-0039-06.wav,1,,,
43,Z-0040-06.wav,1,,,
43,Z-0041-09.wav,0,,,
43,Z-0042-06.wav,1,,,
43,Z-0043-07.wav,0,,,
43,Z-0044-08.wav,1,,,
43,Z-0045-08.wav,1,listener had to clarify but adjective used,,
43,Z-0046-06.wav,1,,,
43,Z-0047-08.wav,0,had to get modifier from him - isit big yeah? It is bigger,,
43,Z-0048-06.wav,0,,,
44,Z-0001-08.wav,1,,,
44,Z-0002-06.wav,1,,,
44,Z-0003-07.wav,1,,,
44,Z-0004-06.wav,0,,,
44,Z-0005-08.wav,1,,,
44,Z-0006-05.wav,0,,,
44,Z-0007-08.wav,0,,,
44,Z-0008-08.wav,1,,,
44,Z-0009-01.wav,1,,,
44,Z-0010-07.wav,1,,,
44,Z-0011-09.wav,1,,,
44,Z-0012-07.wav,1,,,
44,Z-0013-06.wav,1,,,
44,Z-0014-05.wav,0,,,
44,Z-0015-06.wav,1,,,
44,Z-0016-06.wav,1,,,
44,Z-0017-09.wav,1,,,
44,Z-0018-06.wav,1,,,
44,Z-0019-09.wav,1,,,
44,Z-0020-08.wav,1,,,
44,Z-0021-06.wav,1,,,
44,Z-0022-07.wav,0,,,
44,Z-0023-07.wav,1,,,
44,Z-0024-07.wav,1,,,
44,Z-0025-06.wav,1,,,
44,Z-0026-01.wav,1,,,
44,Z-0027-09.wav,1,,,
44,Z-0028-09.wav,1,,,
44,Z-0029-06.wav,1,,,
44,Z-0030-07.wav,1,,,
44,Z-0031-07.wav,1,,,
44,Z-0032-08.wav,0,,,
44,Z-0033-09.wav,1,,,
44,Z-0034-09.wav,0,,,
44,Z-0035-06.wav,1,,,
44,Z-0036-08.wav,1,,,
44,Z-0037-05.wav,0,,,
44,Z-0038-06.wav,1,,,
44,Z-0039-08.wav,1,,,
44,Z-0040-05.wav,1,,,
44,Z-0041-09.wav,1,,,
44,Z-0042-06.wav,1,,,
44,Z-0043-06.wav,1,"small m, uh f sorry f ",,
44,Z-0044-09.wav,1,,,
44,Z-0045-05.wav,0,,,
44,Z-0046-09.wav,1,,,
44,Z-0047-09.wav,1,,,
44,Z-0048-07.wav,1,,,
