X1,SessionID,Series,Target_Competitor,Role,Soundfile,Modifier,Transcription,SpeechFluency,Adjective,RelevantMod,Onset,Comments,ShiftDir,Fluency,Misspec
739,22,20,money_notes / money_coins,Test,T_20.wav,0,money {WO?} notes,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
740,22,24,glove_wooly / glove_boxing,Test,T_24.wav,0,red glove {WO?} eh looks like it's for a right hand,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
741,22,25,teapot_white / teapot_cosy,Test,T_25.wav,1,white ceramic teapot,FL,PR,PR,779,,Contrast_Singleton,Low,TRUE
742,22,27,saw_hand / saw_electric,Test,T_27.wav,1,uhh handheld saw,FP,PR,PR,2455,,Contrast_Singleton,Low,TRUE
743,22,28,fan_hand / fan_electric,Test,T_28.wav,1,eh geisha fan,FP,PR,PR,2693,,Contrast_Singleton,Low,TRUE
744,22,29,orange_skin / orange_slice,Test,T_29.wav,1,full orange,FL,PR,PR,1236,,Contrast_Singleton,Low,TRUE
745,22,30,spade_garden / spade_beach,Test,T_30.wav,1,garden shovel,FL,PR,PR,1887,,Contrast_Singleton,Low,TRUE
746,22,31,key_gold / key_car,Test,T_31.wav,1,brass key,FL,PR,PR,1125,,Contrast_Singleton,Low,TRUE
747,22,32,door_handle / door_knob,Test,T_32.wav,1,door handle that isn't a knob,FL,PO,PO,1848,,Contrast_Singleton,Low,TRUE
748,22,33,bell_hand / bell_bike,Test,T_33.wav,1,brass bell,FL,PR,PR,1092,,Contrast_Singleton,Low,TRUE
749,22,34,cheese_block / cheese_blue,Test,T_34.wav,1,holey cheese,FL,PR,PR,1870,difficult to find onselt of holey,Contrast_Singleton,Low,TRUE
750,22,39,pen_ballpoint / pen_nolid,Test,T_39.wav,0,blue biro pen {WO?} its got the lid on,RE,AO,,NA,,Singleton_Contrast,High,TRUE
751,22,42,bat_animal / bat_baseball,Test,T_42.wav,0,the bat {WO?} looks like it's in flight,RE,AO,,NA,,Singleton_Contrast,High,TRUE
752,22,43,horse_animal / horse_rocking,Test,T_43.wav,0,horse {WO?} brown horse walking,RE,AO,,NA,,Singleton_Contrast,High,TRUE
753,22,44,tshirt_round / tshirt_vneck,Test,T_44.wav,0,yellow tshirt {WO?} eh it looks like a guys tshirt,RE,AO,,NA,,Singleton_Contrast,High,TRUE
754,22,46,eye_pupil / I_letter,Test,T_46.wav,0,the eye..{WO?} it's black and white the picture..em it looks like a girls eye,RE,AO,,NA,,Singleton_Contrast,High,TRUE
755,22,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,0,potatoes {WO?} eh raw potatoes they looked unicfooked there's 4…9 in the picture I can see,RE,AO,,NA,,Singleton_Contrast,High,TRUE
756,23,2,bin_lid / bin_pedal,Test,T_02.wav,1,lift up bin,FL,PR,PR,865,,Contrast_Singleton,Low,TRUE
757,23,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,without a saucer,FL,PR,PR,1831,,Contrast_Singleton,Low,TRUE
758,23,5,mirror_wall / mirror_hand,Test,T_05.wav,1,(background noise) fancy mirror,FL,PR,PR,1047,hard to find the onset of fancy (may have missed the 'f'),Contrast_Singleton,Low,TRUE
759,23,6,chair_wooden / chair_baby,Test,T_06.wav,1,wooden c...wooden chair,RE,DE,,NA,,Contrast_Singleton,Low,TRUE
760,23,7,lighter_flame / lighter_noflame,Test,T_07.wav,1,lit zippo,FL,PR,PR,1515,,Contrast_Singleton,Low,TRUE
761,23,8,egg_shell / egg_yolk,Test,T_08.wav,1,uh uncracked egg,FP,PR,PR,1530,,Contrast_Singleton,Low,TRUE
762,23,9,umbrella_open / umbrella_closed,Test,T_09.wav,1,uh open umbrella,FP,PR,PR,1395,,Contrast_Singleton,Low,TRUE
763,23,11,knife_kitchen / knife_swiss,Test,T_11.wav,1,kitchen knife,FL,PR,PR,817,maybe faint sound of the k starting sooner but hard to tell,Contrast_Singleton,Low,TRUE
764,23,12,car_family / car_sports,Test,T_12.wav,1,silver car from the side,FL,PR,PO,907,,Contrast_Singleton,Low,TRUE
765,23,14,gun_real / gun_toy,Test,T_14.wav,0,"gun (WO?) electric, no sorry, like actual gun not the water pistol",RE,AO,,NA,,Singleton_Contrast,High,TRUE
766,23,16,pad_unlocked / pad_locked,Test,T_16.wav,0,padlock (WO?) ehh open padlock,RE,AO,,NA,,Singleton_Contrast,High,TRUE
767,23,17,headphones_large / headphones_small,Test,T_17.wav,0,headphones (WO?) eh the overhead ones,RE,AO,,NA,,Singleton_Contrast,High,TRUE
768,23,18,battery_AA / battery_car,Test,T_18.wav,0,"uh battery (WO?) oh eh the uh +/- one, the AA or whatever",RE,AO,,NA,,Singleton_Contrast,High,TRUE
769,23,19,wine_glass / wine_red,Test,T_19.wav,0,glass (WO?) oh uh empty glass,RE,AO,,NA,,Singleton_Contrast,High,TRUE
770,23,21,boot_foot / boot_car,Test,T_21.wav,0,boot (WO?) um foot boot,RE,AO,,NA,,Singleton_Contrast,High,TRUE
771,23,23,guitar_acoustic / guitar_electric,Test,T_23.wav,0,guitar oh uh acoustic guitar,RE,AS,,NA,,Singleton_Contrast,High,TRUE
772,23,24,glove_wooly / glove_boxing,Test,T_24.wav,0,"glove, (WO?) oh yeah not the boxing glove, its like a marigold",RE,AO,,NA,,Singleton_Contrast,High,TRUE
773,23,25,teapot_white / teapot_cosy,Test,T_25.wav,1,non-covered teapot,FL,PR,PR,1116,,Contrast_Singleton,High,TRUE
774,23,27,saw_hand / saw_electric,Test,T_27.wav,1,hack saw,FL,PR,PR,1088,,Contrast_Singleton,High,TRUE
775,23,28,fan_hand / fan_electric,Test,T_28.wav,1,handheld fan,FL,PR,PR,825,,Contrast_Singleton,High,TRUE
776,23,29,orange_skin / orange_slice,Test,T_29.wav,1,full orange,FL,PR,PR,1220,,Contrast_Singleton,High,TRUE
777,23,30,spade_garden / spade_beach,Test,T_30.wav,1,metal spade ,FL,PR,PR,840,,Contrast_Singleton,High,TRUE
778,23,31,key_gold / key_car,Test,T_31.wav,1,house key,FL,PR,PR,1021,,Contrast_Singleton,High,TRUE
779,23,32,door_handle / door_knob,Test,T_32.wav,1,thin handle,FL,PR,PR,1281,,Contrast_Singleton,High,TRUE
780,23,33,bell_hand / bell_bike,Test,T_33.wav,1,uh yeah the uh handheld bell,FP,PR,PR,2080,,Contrast_Singleton,High,TRUE
781,23,34,cheese_block / cheese_blue,Test,T_34.wav,1,swiss cheese,FL,PR,PR,1149,,Contrast_Singleton,High,TRUE
782,23,38,hat_sun / hat_cowboy,Test,T_38.wav,0,hat (WO?) uhh the one with black ribbon on it,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
783,23,39,pen_ballpoint / pen_nolid,Test,T_39.wav,0,biro (WO?) uh one with lid on,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
784,23,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,0,pipe,FL,NO,NO,961,,Singleton_Contrast,Low,TRUE
785,23,42,bat_animal / bat_baseball,Test,T_42.wav,0,bat oh um animal bat,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
786,23,43,horse_animal / horse_rocking,Test,T_43.wav,0,ehm horse (WO?) ehm actual horse ,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
787,23,44,tshirt_round / tshirt_vneck,Test,T_44.wav,0,eh tshirt (WO?) ehm mens yellow thirt,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
788,23,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,0,potatoes oh um peel- unpeeled potatoes,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
789,24,2,bin_lid / bin_pedal,Test,T_02.wav,1,the bigger dustbin,FL,PR,PR,1270,,Contrast_Singleton,Low,TRUE
790,24,4,coffee_cup / coffee_saucer,Test,T_04.wav,0,the coffee cup,FL,NO,NO,1616,,Contrast_Singleton,Low,FALSE
791,24,5,mirror_wall / mirror_hand,Test,T_05.wav,1,the wall mirror,FL,PR,PR,1345,,Contrast_Singleton,Low,TRUE
792,24,6,chair_wooden / chair_baby,Test,T_06.wav,1,the wooden chair,FL,PR,PR,1053,,Contrast_Singleton,Low,TRUE
793,24,7,lighter_flame / lighter_noflame,Test,T_07.wav,1,lit lighter,FL,PR,PR,2540,,Contrast_Singleton,Low,TRUE
794,24,8,egg_shell / egg_yolk,Test,T_08.wav,1,uncracked egg,FL,PR,PR,1174,,Contrast_Singleton,Low,TRUE
795,24,9,umbrella_open / umbrella_closed,Test,T_09.wav,1,the open umbrella,FL,PR,PR,959,very hard to find the onset of open,Contrast_Singleton,Low,TRUE
796,24,10,candle_unused / candle_melted,Test,T_10.wav,1,the new candle,FL,PR,PR,1905,,Contrast_Singleton,Low,TRUE
797,24,11,knife_kitchen / knife_swiss,Test,T_11.wav,1,kitchen knife,FL,PR,PR,1345,,Contrast_Singleton,Low,TRUE
798,24,12,car_family / car_sports,Test,T_12.wav,1,4 door car,FL,PR,PR,1427,,Contrast_Singleton,Low,TRUE
799,24,14,gun_real / gun_toy,Test,T_14.wav,0,"the gun (WO?) oh the the one that looks more real not like s toy gun with the orange on the end, so the one without the orange on the end/",RE,AO,,NA,,Singleton_Contrast,High,TRUE
800,24,15,saddle_horse / saddle_bike,Test,T_15.wav,0,the saddle  (WO?) oh uh the bigger one,RE,AO,,NA,,Singleton_Contrast,High,TRUE
801,24,16,pad_unlocked / pad_locked,Test,T_16.wav,0,the padlock,FL,PR,NO,993,,Singleton_Contrast,High,TRUE
802,24,17,headphones_large / headphones_small,Test,T_17.wav,1,the over the head headphones,FL,PR,PR,2243,hard to find exact onset of over,Singleton_Contrast,High,FALSE
803,24,18,battery_AA / battery_car,Test,T_18.wav,0,battery {WO?} eh the battery..oh I see.. thee duracell one,RE,AO,,,,Singleton_Contrast,High,TRUE
804,24,19,wine_glass / wine_red,Test,T_19.wav,1,the wine gl- the empty wine glass***,RE,AS,,NA,,Singleton_Contrast,High,FALSE
805,24,20,money_notes / money_coins,Test,T_20.wav,0,"eh the money, oh the notes",RE,AS,,NA,,Singleton_Contrast,High,TRUE
806,24,21,boot_foot / boot_car,Test,T_21.wav,0,the boot (WO?) the shoe,RE,AO,,NA,,Singleton_Contrast,High,TRUE
807,24,23,guitar_acoustic / guitar_electric,Test,T_23.wav,0,the guitar (WO?) oh the acoustic,RE,AO,,NA,,Singleton_Contrast,High,TRUE
808,24,24,glove_wooly / glove_boxing,Test,T_24.wav,0,"the red glove (WO?) oh um thee, the driving glove",RE,AO,,NA,,Singleton_Contrast,High,TRUE
809,24,25,teapot_white / teapot_cosy,Test,T_25.wav,0,the teapot,FL,NO,NO,1765,,Contrast_Singleton,High,FALSE
810,24,27,saw_hand / saw_electric,Test,T_27.wav,1,the handheld saw,FL,PR,PR,1622,,Contrast_Singleton,High,TRUE
811,24,28,fan_hand / fan_electric,Test,T_28.wav,1,the handheld fan,FL,PR,PR,988,,Contrast_Singleton,High,TRUE
812,24,29,orange_skin / orange_slice,Test,T_29.wav,1,the full orange,FL,PR,PR,1946,,Contrast_Singleton,High,TRUE
813,24,30,spade_garden / spade_beach,Test,T_30.wav,1,the grey spade,FL,PR,PR,815,,Contrast_Singleton,High,TRUE
814,24,31,key_gold / key_car,Test,T_31.wav,1,the gold key,FL,PR,PR,1157,,Contrast_Singleton,High,TRUE
815,24,32,door_handle / door_knob,Test,T_32.wav,1,the grey door ha.. the rectangular door handle,RE,DE/AS,,NA,,Contrast_Singleton,High,TRUE
816,24,33,bell_hand / bell_bike,Test,T_33.wav,1,the handheld bell,FL,PR,PR,1430,,Contrast_Singleton,High,TRUE
817,24,34,cheese_block / cheese_blue,Test,T_34.wav,1,the cheese with holes in it,FL,PR,PR,828,,Contrast_Singleton,High,TRUE
818,24,37,clock_wall / clock_digital,Test,T_37.wav,0,"the clock, oh the analoge clock",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
819,24,38,hat_sun / hat_cowboy,Test,T_38.wav,0,the hat..but the hat with the dark greeny black ribbon around it ,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
820,24,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,the bi.. the biro with the lid on,RE,AS,,NA,,Singleton_Contrast,Low,FALSE
821,24,40,apple_red / apple_green,Test,T_40.wav,0,"the apple, oh red apple",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
822,24,42,bat_animal / bat_baseball,Test,T_42.wav,1,the animal bat,FL,PR,PR,2471,,Singleton_Contrast,Low,FALSE
823,24,43,horse_animal / horse_rocking,Test,T_43.wav,0,the horse (WO?) oh uh the real horse,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
824,24,44,tshirt_round / tshirt_vneck,Test,T_44.wav,0,"yellow tshirt, uh the male tshirt",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
825,24,46,eye_pupil / I_letter,Test,T_46.wav,0,the eye… oh the uh human eye,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
826,24,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,0,the potatoes (WO?) oh the unpeeled potatoes,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
827,25,2,bin_lid / bin_pedal,Test,T_02.wav,0,the bin,FL,PR,NO,2170,,Singleton_Contrast,Low,TRUE
828,25,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,the ehhh  the cup of coffee without a saucer,FP,PO,PO,3528,,Singleton_Contrast,Low,FALSE
829,25,5,mirror_wall / mirror_hand,Test,T_05.wav,0,"uh the miror (WO?) oh goodness, the same black mirror as before",RE,AO,,NA,,Singleton_Contrast,Low,TRUE
830,25,7,lighter_flame / lighter_noflame,Test,T_07.wav,0,"ehm the lighter oh theres two, ehm the one that has a flame",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
831,25,8,egg_shell / egg_yolk,Test,T_08.wav,0,the egg (WO?) eh the one thatÍs got a shell,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
832,25,9,umbrella_open / umbrella_closed,Test,T_09.wav,0,ehm the red umbrella (WO?) the one thatÍs opne,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
833,25,10,candle_unused / candle_melted,Test,T_10.wav,1,theee candle that has a wick on it,LE,PR,PO,3583,,Singleton_Contrast,Low,FALSE
834,25,12,car_family / car_sports,Test,T_12.wav,0,silver car again (WO?) ehm the cheaper one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
835,25,14,gun_real / gun_toy,Test,T_14.wav,1,the real gun again,FL,PR,PR,1487,,Contrast_Singleton,Low,TRUE
836,25,15,saddle_horse / saddle_bike,Test,T_15.wav,1,the riding saddle,LE,PR,PR,2326,,Contrast_Singleton,Low,TRUE
837,25,16,pad_unlocked / pad_locked,Test,T_16.wav,1,the unlocked padlock,FL,PR,PR,1875,,Contrast_Singleton,Low,TRUE
838,25,17,headphones_large / headphones_small,Test,T_17.wav,1,the over the ear earphones,FL,PR,PR,1558,,Contrast_Singleton,Low,TRUE
839,25,18,battery_AA / battery_car,Test,T_18.wav,1,the single battery again,FL,PR,PR,1964,,Contrast_Singleton,Low,TRUE
840,25,19,wine_glass / wine_red,Test,T_19.wav,1,empty wine glass,FL,PR,PR,1013,,Contrast_Singleton,Low,TRUE
841,25,20,money_notes / money_coins,Test,T_20.wav,1,the stack of notes,FL,PR,PR,1660,,Contrast_Singleton,Low,TRUE
842,25,21,boot_foot / boot_car,Test,T_21.wav,1,theee black boot,LE,PR,PR,1757,,Contrast_Singleton,Low,TRUE
843,25,22,camera_corder / camera_cctv,Test,T_22.wav,1,handheld video camera again,FL,PR,PR,3036,,Contrast_Singleton,Low,TRUE
844,25,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,the wooden guitar,FL,PR,PR,1749,,Contrast_Singleton,Low,TRUE
845,25,24,glove_wooly / glove_boxing,Test,T_24.wav,0,ehm the glove,FP,NO,NO,2836,,Contrast_Singleton,Low,FALSE
846,25,27,saw_hand / saw_electric,Test,T_27.wav,0,the saw eh the same manual saw,RE,AS,,NA,,Singleton_Contrast,High,TRUE
847,25,28,fan_hand / fan_electric,Test,T_28.wav,0,"the fan again, the same fan the handheld fan",RE,AS,,NA,,Singleton_Contrast,High,TRUE
848,25,29,orange_skin / orange_slice,Test,T_29.wav,1,ehm the same full orange,FP,PR,PR,1209,onset of same noted,Singleton_Contrast,High,FALSE
849,25,30,spade_garden / spade_beach,Test,T_30.wav,0,the same shovel,FL,PR,PR,1577,onset of same noted,Singleton_Contrast,High,TRUE
850,25,31,key_gold / key_car,Test,T_31.wav,0,"the key, ehm the same house key",RE,AS,,NA,,Singleton_Contrast,High,TRUE
851,25,32,door_handle / door_knob,Test,T_32.wav,0,the door handle the same door handle as before,RE,AS,,NA,,Singleton_Contrast,High,TRUE
852,25,33,bell_hand / bell_bike,Test,T_33.wav,0,"the bell, ehm the same hand held bell",RE,AS,,NA,,Singleton_Contrast,High,TRUE
853,25,34,cheese_block / cheese_blue,Test,T_34.wav,0,cheese eh the holey cheese,RE,AS,,NA,,Singleton_Contrast,High,TRUE
854,25,37,clock_wall / clock_digital,Test,T_37.wav,1,the circular clock,FL,PR,PR,937,,Contrast_Singleton,High,TRUE
855,25,38,hat_sun / hat_cowboy,Test,T_38.wav,1,womans hat,FL,PR,PR,793,,Contrast_Singleton,High,TRUE
856,25,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,the same pen,FL,PR,PR,1152,onset of same noted,Contrast_Singleton,High,TRUE
857,25,40,apple_red / apple_green,Test,T_40.wav,1,the red apple,UP,PR,PR,2711,,Contrast_Singleton,High,TRUE
858,25,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,old fashioned pipe,FL,PR,PR,2366,,Contrast_Singleton,High,TRUE
859,25,42,bat_animal / bat_baseball,Test,T_42.wav,1,em the same bat again,FP,PR,PR,2356,onset of same noted - clear from training trials that it is the animal bat,Contrast_Singleton,High,TRUE
860,25,43,horse_animal / horse_rocking,Test,T_43.wav,1,real horse,FL,PR,PR,1004,,Contrast_Singleton,High,TRUE
861,25,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,mens tshirt,FL,PR,PR,1537,,Contrast_Singleton,High,TRUE
862,25,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,ehm unpeeled potatoes,FP,PR,PR,1859,,Contrast_Singleton,High,TRUE
863,26,2,bin_lid / bin_pedal,Test,T_02.wav,0,black (pause) square black bin,RE,DE,,NA,,Singleton_Contrast,Low,TRUE
864,26,4,coffee_cup / coffee_saucer,Test,T_04.wav,0,coffee mug (WO?) without plate,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
865,26,8,egg_shell / egg_yolk,Test,T_08.wav,0,egg (WO?) raw egg,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
866,26,9,umbrella_open / umbrella_closed,Test,T_09.wav,0,umbrella (WO?) open umbrella,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
867,26,10,candle_unused / candle_melted,Test,T_10.wav,1,umm unlit candle,FP,PR,PR,2806,,Singleton_Contrast,Low,FALSE
868,26,11,knife_kitchen / knife_swiss,Test,T_11.wav,0,"knife (WO?) sharp kniw, ehm sorry okay, one blade",RE,AO,,NA,,Singleton_Contrast,Low,TRUE
869,26,12,car_family / car_sports,Test,T_12.wav,1,light silver car…lighter silver car,RE,AS,,NA,adds in the 'er' to light,Singleton_Contrast,Low,FALSE
870,26,14,gun_real / gun_toy,Test,T_14.wav,1,grey pistol,FL,PR,PR,1830,,Contrast_Singleton,Low,TRUE
871,26,15,saddle_horse / saddle_bike,Test,T_15.wav,1,horse saddle,FL,PR,PR,2235,,Contrast_Singleton,Low,TRUE
872,26,16,pad_unlocked / pad_locked,Test,T_16.wav,1,(inaudible words) open lock,RE,DE,,NA,starts to say something else (but inaudible),Contrast_Singleton,Low,TRUE
873,26,18,battery_AA / battery_car,Test,T_18.wav,1,small battery,FL,PR,PR,1645,,Contrast_Singleton,Low,TRUE
874,26,19,wine_glass / wine_red,Test,T_19.wav,1,empty wine glass,FL,PR,PR,1452,,Contrast_Singleton,Low,TRUE
875,26,20,money_notes / money_coins,Test,T_20.wav,1,money notes,FL,PO,PO,1354,,Contrast_Singleton,Low,TRUE
876,26,21,boot_foot / boot_car,Test,T_21.wav,1,black boot,FL,PR,PR,1976,,Contrast_Singleton,Low,TRUE
877,26,22,camera_corder / camera_cctv,Test,T_22.wav,1,film camera,FL,PR,PR,1863,,Contrast_Singleton,Low,TRUE
878,26,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,acoustic guitar,FL,PR,PR,1281,,Contrast_Singleton,Low,TRUE
879,26,24,glove_wooly / glove_boxing,Test,T_24.wav,1,eh winter glove,FP,PR,PR,2169,,Contrast_Singleton,Low,TRUE
880,26,25,teapot_white / teapot_cosy,Test,T_25.wav,0,jug (WO?) cold jug,RE,AO,,NA,,Singleton_Contrast,High,TRUE
881,26,27,saw_hand / saw_electric,Test,T_27.wav,0,saw (WO?) handheld saw,RE,AO,,NA,,Singleton_Contrast,High,TRUE
882,26,29,orange_skin / orange_slice,Test,T_29.wav,0,edible orange (WO?) um whole orange,RE,AO,,NA,,Singleton_Contrast,High,TRUE
883,26,30,spade_garden / spade_beach,Test,T_30.wav,0,shovel ehm metal shovel,RE,AS,,NA,,Singleton_Contrast,High,TRUE
884,26,32,door_handle / door_knob,Test,T_32.wav,0,door handle (WO?) um long door handle,RE,AO,,NA,,Singleton_Contrast,High,TRUE
885,26,34,cheese_block / cheese_blue,Test,T_34.wav,0,"cheese (WO?) tasty cheese, ehm yellow cheese",RE,AO,,NA,,Singleton_Contrast,High,TRUE
886,26,37,clock_wall / clock_digital,Test,T_37.wav,1,wall clock,FL,PR,PR,1163,,Contrast_Singleton,High,TRUE
887,26,38,hat_sun / hat_cowboy,Test,T_38.wav,1,ladies hat,FL,PR,PR,1252,,Contrast_Singleton,High,TRUE
888,26,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,lidded pen,FL,PR,PR,1544,,Contrast_Singleton,High,TRUE
889,26,40,apple_red / apple_green,Test,T_40.wav,1,red apple,FL,PR,PR,1223,,Contrast_Singleton,High,TRUE
890,26,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,smoking pipe,FL,PR,PR,1415,,Contrast_Singleton,High,TRUE
891,26,42,bat_animal / bat_baseball,Test,T_42.wav,1,flying bat,FL,PR,PR,1315,,Contrast_Singleton,High,TRUE
892,26,43,horse_animal / horse_rocking,Test,T_43.wav,1,animal horse,FL,PR,PR,1446,,Contrast_Singleton,High,TRUE
893,26,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,mens tshirt,FL,PR,PR,1275,,Contrast_Singleton,High,TRUE
894,26,46,eye_pupil / I_letter,Test,T_46.wav,1,eyeball,FL,NO,NO,2423,,Contrast_Singleton,High,TRUE
895,26,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,skinned potatoes,FL,PR,PR,1843,,Contrast_Singleton,High,TRUE
896,27,2,bin_lid / bin_pedal,Test,T_02.wav,1,binnnnn that does not open with your foot,LE,PO,PO,990,,Singleton_Contrast,Low,FALSE
897,27,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,ehm coffee without a saucer,FP,PO,PO,3319,,Singleton_Contrast,Low,FALSE
898,27,5,mirror_wall / mirror_hand,Test,T_05.wav,1,mirrorrrrr that's ornate,LE,PO,PO,964,,Singleton_Contrast,Low,FALSE
899,27,6,chair_wooden / chair_baby,Test,T_06.wav,1,chairrrrr for an adult,LE,PO,PO,1210,,Singleton_Contrast,Low,FALSE
900,27,7,lighter_flame / lighter_noflame,Test,T_07.wav,0,lighter ehm lit lighter,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
901,27,8,egg_shell / egg_yolk,Test,T_08.wav,1,ehm unnncracked egg,FP/LE,PR,PR,2299,,Singleton_Contrast,Low,FALSE
902,27,9,umbrella_open / umbrella_closed,Test,T_09.wav,0,umbrella (WO?) open umbrella,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
903,27,10,candle_unused / candle_melted,Test,T_10.wav,1,ccc eeh unmelted candle,RE,AS,,NA,repair but close call?,Singleton_Contrast,Low,FALSE
904,27,11,knife_kitchen / knife_swiss,Test,T_11.wav,0,ehm knife like normal knife not a swiss knife,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
905,27,12,car_family / car_sports,Test,T_12.wav,0,car ehm like a standard car- just description?,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
906,27,14,gun_real / gun_toy,Test,T_14.wav,1,real gun,FL,PR,PR,1532,,Contrast_Singleton,Low,TRUE
907,27,15,saddle_horse / saddle_bike,Test,T_15.wav,1,riding saddle,FL,PR,PR,1226,,Contrast_Singleton,Low,TRUE
908,27,16,pad_unlocked / pad_locked,Test,T_16.wav,1,unlocked lock,FL,PR,PR,1366,,Contrast_Singleton,Low,TRUE
909,27,18,battery_AA / battery_car,Test,T_18.wav,1,AA battery,FL,PR,PR,1233,,Contrast_Singleton,Low,TRUE
910,27,19,wine_glass / wine_red,Test,T_19.wav,1,empty glass,FL,PR,PR,1091,,Contrast_Singleton,Low,TRUE
911,27,20,money_notes / money_coins,Test,T_20.wav,1,paper money,FL,PR,PR,1022,,Contrast_Singleton,Low,TRUE
912,27,21,boot_foot / boot_car,Test,T_21.wav,1,footwear boot,FL,PR,PR,1574,,Contrast_Singleton,Low,TRUE
913,27,22,camera_corder / camera_cctv,Test,T_22.wav,1,fancy tv camera,FL,PR,PR,1789,,Contrast_Singleton,Low,TRUE
914,27,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,acoustic guitar,FL,PR,PR,1009,,Contrast_Singleton,Low,TRUE
915,27,24,glove_wooly / glove_boxing,Test,T_24.wav,1,ehm ladies glove,FP,PR,PR,2455,,Contrast_Singleton,Low,TRUE
916,27,25,teapot_white / teapot_cosy,Test,T_25.wav,1,ehm uncovered teapot,FP,PR,PR,2356,,Singleton_Contrast,High,FALSE
917,27,27,saw_hand / saw_electric,Test,T_27.wav,0,saw  uh like manual saw,RE,AS,,NA,,Singleton_Contrast,High,TRUE
918,27,29,orange_skin / orange_slice,Test,T_29.wav,1,"orange, ehm uncut",FP,PO,PO,1299,close call,Singleton_Contrast,High,FALSE
919,27,30,spade_garden / spade_beach,Test,T_30.wav,0,"shovel, oh metal shovel",RE,AS,,NA,,Singleton_Contrast,High,TRUE
920,27,31,key_gold / key_car,Test,T_31.wav,1,ehm like an old fashioned key,FP,PR,PR,3539,,Singleton_Contrast,High,FALSE
921,27,32,door_handle / door_knob,Test,T_32.wav,1,door hanndleee with the pully bit,LE,PO,PO,1253,,Singleton_Contrast,High,FALSE
922,27,33,bell_hand / bell_bike,Test,T_33.wav,1,ehm ringing bell like a holder one,FP,PR,OTHER,2690,ringing noted as initial modifier,Singleton_Contrast,High,FALSE
923,27,34,cheese_block / cheese_blue,Test,T_34.wav,1,cheesssse eh with holes,FP/LE,PO,PO,1609,benefit of the doubt but could be repair,Singleton_Contrast,High,FALSE
924,27,37,clock_wall / clock_digital,Test,T_37.wav,1,analoge clock,FL,PR,PR,1629,,Contrast_Singleton,High,TRUE
925,27,38,hat_sun / hat_cowboy,Test,T_38.wav,1,female hat,FL,PR,PR,1330,,Contrast_Singleton,High,TRUE
926,27,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,capped pen,FL,PR,PR,1119,,Contrast_Singleton,High,TRUE
927,27,40,apple_red / apple_green,Test,T_40.wav,1,red apple,FL,PR,PR,1067,,Contrast_Singleton,High,TRUE
928,27,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,smoking pipe,FL,PR,PR,1210,,Contrast_Singleton,High,TRUE
929,27,42,bat_animal / bat_baseball,Test,T_42.wav,1,flying bat,FL,PR,PR,1314,hard to find the onset of flying,Contrast_Singleton,High,TRUE
