SessionID,Series,Role,Soundfile,Target_Competitor,Modifier,Transcription,Fluency,Adjective,Onset(ms),Comments,X12,X13,X14,X15,X16,X17,X18
7,46,Training,Z_46_09.wav,eye_pupil / I_letter,0,eye,,,,,,,,,,,
7,47,Training,Z_47_08.wav,potatoes_skin / potatoes_peeled,0,potatoes,,,,,,,,,,,
7,48,Training,Z_48_07.wav,mouse_computer / mouse_animal,0,mouse,,,,,,,,,,,
8,1,Test,T_01.wav,spoon_reg / spoon_wooden,1,the metal spoon,,,,,,,,,,,
8,2,Test,T_02.wav,bin_lid / bin_pedal,1,the bin that you open with your hand,,,,,,,,,,,
8,3,Test,T_03.wav,bike_mountain / bike_motor,1,(sound from previous trial) the bicycle,,,,problem for onsets?,,,,,,,
8,4,Test,T_04.wav,coffee_cup / coffee_saucer,0,the cup,,,,,,,,,,,
8,5,Test,T_05.wav,mirror_wall / mirror_hand,0,the mirror,,,,,,,,,,,
8,6,Test,T_06.wav,chair_wooden / chair_baby,1,the wooden chair,,,,,,,,,,,
8,7,Test,T_07.wav,lighter_flame / lighter_noflame,1,the lighter with the flame,,,,,,,,,,,
8,8,Test,T_08.wav,egg_shell / egg_yolk,0,the egg,,,,,,,,,,,
8,9,Test,T_09.wav,umbrella_open / umbrella_closed,1,the open umbrella,,,,,,,,,,,
8,10,Test,T_10.wav,candle_unused / candle_melted,0,the candle,,,,,,,,,,,
8,11,Test,T_11.wav,knife_kitchen / knife_swiss,0,the knife,,,,,,,,,,,
8,12,Test,T_12.wav,car_family / car_sports,1,the cheaper car,,,,,,,,,,,
8,13,Test,T_13.wav,lamp_bedroom / lamp_lava,1,the lamp with the lampshade,,,,,,,,,,,
8,14,Test,T_14.wav,gun_real / gun_toy,1,the real gun,,,,,,,,,,,
8,15,Test,T_15.wav,saddle_horse / saddle_bike,0,the saddle (pause) for horse riding,,,,,,,,,,,
8,16,Test,T_16.wav,pad_unlocked / pad_locked,1,the unlocked padlock,,,,,,,,,,,
8,17,Test,T_17.wav,headphones_large / headphones_small,0,the headphones... not the earphones,,,,check pause,,,,,,,
8,18,Test,T_18.wav,battery_AA / battery_car,1,the battery that’s..the little battery,,,,,,,,,,,
8,19,Test,T_19.wav,wine_glass / wine_red,1,the empty wine glass,,,,,,,,,,,
8,20,Test,T_20.wav,money_notes / money_coins,1,the notes.. of money,,,,,,,,,,,
8,21,Test,T_21.wav,boot_foot / boot_car,0,the boot aww the black boot,,,,,,,,,,,
8,22,Test,T_22.wav,camera_corder / camera_cctv,1,not the surveilance camera the filming camera,,,,,,,,,,,
8,23,Test,T_23.wav,guitar_acoustic / guitar_electric,0,the guitar {WO?} oh the wooden guitar,,,,,,,,,,,
8,24,Test,T_24.wav,glove_wooly / glove_boxing,0,the glove…the non boxing glove,,,,,,,,,,,
8,25,Test,T_25.wav,teapot_white / teapot_cosy,0,the teapot,,,,,,,,,,,
8,26,Test,T_26.wav,helmet_bike / helmet_builders,0,the helmet,,,,,,,,,,,
8,27,Test,T_27.wav,saw_hand / saw_electric,0,(odd start where she says something else) the saw,,,,,,,,,,,
8,28,Test,T_28.wav,fan_hand / fan_electric,0,the hand..the fan,,,,,,,,,,,
8,29,Test,T_29.wav,orange_skin / orange_slice,0,the o the orange,,,,,,,,,,,
8,30,Test,T_30.wav,spade_garden / spade_beach,1,the large spade (goes to say something else but it cuts off),,,,,,,,,,,
8,31,Test,T_31.wav,key_gold / key_car,1,the gold..the key,,,,,,,,,,,
8,32,Test,T_32.wav,door_handle / door_knob,0,the door handle ,,,,,,,,,,,
8,33,Test,T_33.wav,bell_hand / bell_bike,1,the hand bell..or the bell,,,,,,,,,,,
8,34,Test,T_34.wav,cheese_block / cheese_blue,0,the cheese,,,,,,,,,,,
8,35,Test,T_35.wav,bee_honey / B_letter,1,the bumblebee,,,,,,,,,,,
8,36,Test,T_36.wav,phone_office / phone_mobile,1,telephone,,,,,,,,,,,
8,37,Test,T_37.wav,clock_wall / clock_digital,0,the clock…that…the non digital clock,,,,,,,,,,,
8,38,Test,T_38.wav,hat_sun / hat_cowboy,1,the…the ladies  hat,,,,,,,,,,,
8,39,Test,T_39.wav,pen_ballpoint / pen_nolid,1,the pen with the lid on,,,,,,,,,,,
8,40,Test,T_40.wav,apple_red / apple_green,1,the red apple,,,,,,,,,,,
8,41,Test,T_41.wav,pipe_smoke / pipe_kitchen,0,the pipe {WO?} ah the old man's pipe,,,,,,,,,,,
8,42,Test,T_42.wav,bat_animal / bat_baseball,0,the bat {WO?} oh…the living bat,,,,,,,,,,,
8,43,Test,T_43.wav,horse_animal / horse_rocking,1,the real horse,,,,,,,,,,,
8,44,Test,T_44.wav,tshirt_round / tshirt_vneck,1,"the male yellow tshirt, mans tshirt",,,,,,,,,,,
8,45,Test,T_45.wav,glasses_reading / glasses_drinking,1,the eye glasses,,,,,,,,,,,
8,46,Test,T_46.wav,eye_pupil / I_letter,0,the eye,,,,,,,,,,,
8,47,Test,T_47.wav,potatoes_skin / potatoes_peeled,1,the potatoes (slight pause) that are not peeled,,,,,,,,,,,
8,48,Test,T_48.wav,mouse_computer / mouse_animal,1,the electronic mouse,,,,,,,,,,,
8,1,Training,Z_01_06.wav,spoon_reg / spoon_wooden,1,the metal spoon,,,,,,,,,,,
8,2,Training,Z_02_09.wav,bin_lid / bin_pedal,1,the bin that you open with your hand,,,,,,,,,,,
8,3,Training,Z_03_08.wav,bike_mountain / bike_motor,1,the bicycle,,,,,,,,,,,
8,4,Training,Z_04_07.wav,coffee_cup / coffee_saucer,1,the cup without the saucer,,,,,,,,,,,
8,5,Training,Z_05_09.wav,mirror_wall / mirror_hand,1,the wall mounted mirror,,,,,,,,,,,
8,6,Training,Z_06_07.wav,chair_wooden / chair_baby,1,the wooden chair,,,,,,,,,,,
8,7,Training,Z_07_09.wav,lighter_flame / lighter_noflame,1,the lighter with the flame,,,,,,,,,,,
8,8,Training,Z_08_08.wav,egg_shell / egg_yolk,1,the uncooked egg,,,,,,,,,,,
8,9,Training,Z_09_07.wav,umbrella_open / umbrella_closed,1,the open umbrella,,,,,,,,,,,
8,10,Training,Z_10_08.wav,candle_unused / candle_melted,1,the unlit candle,,,,,,,,,,,
8,11,Training,Z_11_08.wav,knife_kitchen / knife_swiss,1,the knife for the kitchen,,,,,,,,,,,
8,12,Training,Z_12_09.wav,car_family / car_sports,1,the cheaper car,,,,,,,,,,,
8,13,Training,Z_13_09.wav,lamp_bedroom / lamp_lava,0,the lamp,,,,,,,,,,,
8,14,Training,Z_14_07.wav,gun_real / gun_toy,0,the gun,,,,,,,,,,,
8,15,Training,Z_15_08.wav,saddle_horse / saddle_bike,0,saddle,,,,,,,,,,,
8,16,Training,Z_16_09.wav,pad_unlocked / pad_locked,0,the padlock,,,,,,,,,,,
8,17,Training,Z_17_08.wav,headphones_large / headphones_small,0,the headphones,,,,,,,,,,,
8,18,Training,Z_18_08.wav,battery_AA / battery_car,0,the battery,,,,,,,,,,,
8,19,Training,Z_19_08.wav,wine_glass / wine_red,1,the empty wine glass,,,,,,,,,,,
8,20,Training,Z_20_09.wav,money_notes / money_coins,0,the money,,,,,,,,,,,
8,21,Training,Z_21_08.wav,boot_foot / boot_car,0,the boot,,,,,,,,,,,
8,22,Training,Z_22_09.wav,camera_corder / camera_cctv,0,the camera,,,,,,,,,,,
8,23,Training,Z_23_09.wav,guitar_acoustic / guitar_electric,0,the guitar,,,,,,,,,,,
8,24,Training,Z_24_06.wav,glove_wooly / glove_boxing,0,the glove,,,,,,,,,,,
8,25,Training,Z_25_09.wav,teapot_white / teapot_cosy,1,the teapot without the tea cosy,,,,,,,,,,,
8,26,Training,Z_26_07.wav,helmet_bike / helmet_builders,1,the bike helmet,,,,,,,,,,,
8,27,Training,Z_27_07.wav,saw_hand / saw_electric,1,the hand saw,,,,,,,,,,,
8,28,Training,Z_28_07.wav,fan_hand / fan_electric,1,the hand held fan,,,,,,,,,,,
8,29,Training,Z_29_09.wav,orange_skin / orange_slice,1,the uncut orange,,,,,,,,,,,
8,30,Training,Z_30_08.wav,spade_garden / spade_beach,1,the large spade,,,,,,,,,,,
8,31,Training,Z_31_07.wav,key_gold / key_car,1,the gold key,,,,,,,,,,,
8,32,Training,Z_32_09.wav,door_handle / door_knob,1,the door handle that's not a knob,,,,,,,,,,,
8,33,Training,Z_33_07.wav,bell_hand / bell_bike,1,the hand bell,,,,,,,,,,,
8,34,Training,Z_34_09.wav,cheese_block / cheese_blue,1,the holey cheese,,,,,,,,,,,
8,35,Training,Z_35_08.wav,bee_honey / B_letter,1,the bumblebee,,,,,,,,,,,
8,36,Training,Z_36_09.wav,phone_office / phone_mobile,1,the desk telephone,,,,,,,,,,,
8,37,Training,Z_37_09.wav,clock_wall / clock_digital,0,the clock,,,,,,,,,,,
8,38,Training,Z_38_09.wav,hat_sun / hat_cowboy,0,the hat,,,,,,,,,,,
8,39,Training,Z_39_09.wav,pen_ballpoint / pen_nolid,0,the pen,,,,,,,,,,,
8,40,Training,Z_40_07.wav,apple_red / apple_green,1,the yello..the the red apple sorry,,,,CHECK,,,,,,,
8,41,Training,Z_41_09.wav,pipe_smoke / pipe_kitchen,0,the pipe,,,,,,,,,,,
8,42,Training,Z_42_09.wav,bat_animal / bat_baseball,0,the bat,,,,,,,,,,,
8,43,Training,Z_43_09.wav,horse_animal / horse_rocking,0,the horse,,,,,,,,,,,
8,44,Training,Z_44_09.wav,tshirt_round / tshirt_vneck,0,(small noise of speaking at start) the yellow tshirt,,,,,,,,,,,
8,45,Training,Z_45_08.wav,glasses_reading / glasses_drinking,1,the eye glasses,,,,,,,,,,,
8,46,Training,Z_46_08.wav,eye_pupil / I_letter,0,the eye,,,,,,,,,,,
8,47,Training,Z_47_08.wav,potatoes_skin / potatoes_peeled,0,the potatoes,,,,,,,,,,,
8,48,Training,Z_48_09.wav,mouse_computer / mouse_animal,0,the mouse,,,,,,,,,,,
9,1,Test,T_01.wav,spoon_reg / spoon_wooden,0,spoon,,,,,,,,,,,
9,2,Test,T_02.wav,bin_lid / bin_pedal,0,black bin {WO?} black plastic bin that you would push up with your hand it doesnt have a pedal on it,,,,,,,,,,,
9,3,Test,T_03.wav,bike_mountain / bike_motor,0,"bike {WO?} a cycle, not the motor bike but a cycling bike",,,,,,,,,,,
9,4,Test,T_04.wav,coffee_cup / coffee_saucer,1,black coffee without a saucer,,,,,,,,,,,
9,5,Test,T_05.wav,mirror_wall / mirror_hand,0,circular mirror {WO?} eh so one you would hang on the wall not hold to your face,,,,,,,,,,,
9,6,Test,T_06.wav,chair_wooden / chair_baby,1,wooden chair,,,,,,,,,,,
9,7,Test,T_07.wav,lighter_flame / lighter_noflame,0,lighter {WO?} eh a lit lighter,,,,,,,,,,,
9,8,Test,T_08.wav,egg_shell / egg_yolk,0,"egg, eh so a raw, an egg before its been cracked",,,,,,,,,,,
9,9,Test,T_09.wav,umbrella_open / umbrella_closed,0,"eh a red umbrella {WO?} eh an unfurled red umbrella, its raining",,,,,,,,,,,
9,10,Test,T_10.wav,candle_unused / candle_melted,1,unlit candle,,,,,,,,,,,
9,11,Test,T_11.wav,knife_kitchen / knife_swiss,0,"knife, eh its just a kitchen knife, one knife",,,,,,,,,,,
9,12,Test,T_12.wav,car_family / car_sports,0,"silver car, eh small silver car",,,,,,,,,,,
9,13,Test,T_13.wav,lamp_bedroom / lamp_lava,1,lamp with lampshade,,,,,,,,,,,
9,14,Test,T_14.wav,gun_real / gun_toy,1,black and brown gun,,,,,,,,,,,
9,15,Test,T_15.wav,saddle_horse / saddle_bike,1,eh horse sadle,,,,,,,,,,,
9,16,Test,T_16.wav,pad_unlocked / pad_locked,1,eh open padlock,,,,,,,,,,,
9,17,Test,T_17.wav,headphones_large / headphones_small,1,eh black headphones that wrap round your whole head,,,,,,,,,,,
9,18,Test,T_18.wav,battery_AA / battery_car,1,eh double AA battery,,,,,,,,,,,
9,19,Test,T_19.wav,wine_glass / wine_red,1,empty wine glass,,,,,,,,,,,
9,20,Test,T_20.wav,money_notes / money_coins,1,notes of money,,,,,,,,,,,
9,21,Test,T_21.wav,boot_foot / boot_car,1,eh black ankle length boot,,,,,,,,,,,
9,22,Test,T_22.wav,camera_corder / camera_cctv,1,fancy cam corder,,,,,,,,,,,
9,23,Test,T_23.wav,guitar_acoustic / guitar_electric,1,acoustic guitar,,,,,,,,,,,
9,24,Test,T_24.wav,glove_wooly / glove_boxing,1,eh red gardening glove,,,,,,,,,,,
9,25,Test,T_25.wav,teapot_white / teapot_cosy,1,white tea pot,,,,,,,,,,,
9,26,Test,T_26.wav,helmet_bike / helmet_builders,1,cycling helmet,,,,,,,,,,,
9,27,Test,T_27.wav,saw_hand / saw_electric,0,eh saw {WO?} so its a manual saw,,,,,,,,,,,
9,28,Test,T_28.wav,fan_hand / fan_electric,0,fan,,,,,,,,,,,
9,29,Test,T_29.wav,orange_skin / orange_slice,1,"eh, um, a full orange fruit",,,,,,,,,,,
9,30,Test,T_30.wav,spade_garden / spade_beach,1,eh garden spade,,,,,,,,,,,
9,31,Test,T_31.wav,key_gold / key_car,1,eh rusty old key,,,,,,,,,,,
9,32,Test,T_32.wav,door_handle / door_knob,0,"eh door handle, {WO?} silver door handle {WO?} eh toilet door handle I guess, rectangular door handle I guess. ",,,,,,,,,,,
9,33,Test,T_33.wav,bell_hand / bell_bike,1,gold bell {WO?} eh so gold bell for ringing like a mayor or town crier would,,,,,,,,,,,
9,34,Test,T_34.wav,cheese_block / cheese_blue,1,cheese with lumps out of it ,,,,,,,,,,,
9,35,Test,T_35.wav,bee_honey / B_letter,1,eh bee the bzzz insect,,,,,,,,,,,
9,36,Test,T_36.wav,phone_office / phone_mobile,1,eh old looking black telephone,,,,,,,,,,,
9,37,Test,T_37.wav,clock_wall / clock_digital,1,"analogue clock, 10 past 10",,,,,,,,,,,
9,38,Test,T_38.wav,hat_sun / hat_cowboy,1,eh womans hat with the black scarf tied around,,,,,,,,,,,
9,39,Test,T_39.wav,pen_ballpoint / pen_nolid,1,eh blue biro lid on,,,,,,,,,,,
9,40,Test,T_40.wav,apple_red / apple_green,1,eh red apple,,,,,,,,,,,
9,41,Test,T_41.wav,pipe_smoke / pipe_kitchen,1,"eh pipe, brown and black",,,,,,,,,,,
9,42,Test,T_42.wav,bat_animal / bat_baseball,1,eh flying bat,,,,,,,,,,,
9,43,Test,T_43.wav,horse_animal / horse_rocking,1,live horse,,,,,,,,,,,
9,44,Test,T_44.wav,tshirt_round / tshirt_vneck,1,orange male tshirt,,,,,,,,,,,
9,45,Test,T_45.wav,glasses_reading / glasses_drinking,1,eh black rimmed glasses,,,,,,,,,,,
9,46,Test,T_46.wav,eye_pupil / I_letter,1,human eye,,,,,,,,,,,
9,47,Test,T_47.wav,potatoes_skin / potatoes_peeled,1,brown potatoes,,,,,,,,,,,
9,48,Test,T_48.wav,mouse_computer / mouse_animal,1,eh computer mouse,,,,,,,,,,,
9,1,Training,Z_01_07.wav,spoon_reg / spoon_wooden,0,spoon,,,,,,,,,,,
9,2,Training,Z_02_09.wav,bin_lid / bin_pedal,0,black bin,,,,,,,,,,,
9,3,Training,Z_03_07.wav,bike_mountain / bike_motor,0,bike,,,,,,,,,,,
9,4,Training,Z_04_07.wav,coffee_cup / coffee_saucer,0,black coffee,,,,,,,,,,,
9,5,Training,Z_05_06.wav,mirror_wall / mirror_hand,0,eh circular mirror,,,,,,,,,,,
9,6,Training,Z_06_07.wav,chair_wooden / chair_baby,1,wooden chair,,,,,,,,,,,
9,7,Training,Z_07_09.wav,lighter_flame / lighter_noflame,0,eh lighter,,,,,,,,,,,
9,8,Training,Z_08_07.wav,egg_shell / egg_yolk,0,eh egg,,,,,,,,,,,
9,9,Training,Z_09_08.wav,umbrella_open / umbrella_closed,0,red umbrellla,,,,,,,,,,,
9,10,Training,Z_10_08.wav,candle_unused / candle_melted,1,eh unlit candle,,,,,,,,,,,
9,11,Training,Z_11_08.wav,knife_kitchen / knife_swiss,0,ehm a knife,,,,,,,,,,,
9,12,Training,Z_12_07.wav,car_family / car_sports,0,eh silver car,,,,,,,,,,,
9,13,Training,Z_13_07.wav,lamp_bedroom / lamp_lava,1,eh lamp with lampshade,,,,,,,,,,,
9,14,Training,Z_14_09.wav,gun_real / gun_toy,1,black and brown gun,,,,,,,,,,,
9,15,Training,Z_15_08.wav,saddle_horse / saddle_bike,1,horse saddle,,,,,,,,,,,
9,16,Training,Z_16_07.wav,pad_unlocked / pad_locked,1,open padlock,,,,,,,,,,,
9,17,Training,Z_17_07.wav,headphones_large / headphones_small,1,black headphones tha wrap round your whole head,,,,,,,,,,,
9,18,Training,Z_18_07.wav,battery_AA / battery_car,1,eh double AA battery,,,,,,,,,,,
9,19,Training,Z_19_07.wav,wine_glass / wine_red,1,empty wine glass,,,,,,,,,,,
9,20,Training,Z_20_08.wav,money_notes / money_coins,1,eh notes of money,,,,,,,,,,,
9,21,Training,Z_21_09.wav,boot_foot / boot_car,1,eh black ankle length boot,,,,,,,,,,,
9,22,Training,Z_22_08.wav,camera_corder / camera_cctv,1,eh fancy camcorder,,,,,,,,,,,
9,23,Training,Z_23_09.wav,guitar_acoustic / guitar_electric,1,acoustic guitar,,,,,,,,,,,
9,24,Training,Z_24_08.wav,glove_wooly / glove_boxing,1,red gardening glove,,,,,,,,,,,
9,25,Training,Z_25_08.wav,teapot_white / teapot_cosy,1,white teapot,,,,,,,,,,,
9,26,Training,Z_26_08.wav,helmet_bike / helmet_builders,1,cycling helmet,,,,,,,,,,,
9,27,Training,Z_27_09.wav,saw_hand / saw_electric,0,saw,,,,,,,,,,,
9,28,Training,Z_28_09.wav,fan_hand / fan_electric,0,fan,,,,,,,,,,,
9,29,Training,Z_29_07.wav,orange_skin / orange_slice,0,eh orange fruit,,,,,,,,,,,
9,30,Training,Z_30_09.wav,spade_garden / spade_beach,1,garden spade,,,,,,,,,,,
9,31,Training,Z_31_06.wav,key_gold / key_car,1,rusty old key,,,,,,,,,,,
9,32,Training,Z_32_09.wav,door_handle / door_knob,0,door handle,,,,,,,,,,,
9,33,Training,Z_33_06.wav,bell_hand / bell_bike,1,gold bell,,,,,,,,,,,
9,34,Training,Z_34_08.wav,cheese_block / cheese_blue,1,eh yep cheese with lumps missing out of it ,,,,,,,,,,,
9,35,Training,Z_35_09.wav,bee_honey / B_letter,0,bee,,,,,,,,,,,
9,36,Training,Z_36_09.wav,phone_office / phone_mobile,1,yep and again,,,,,,,,,,,
9,37,Training,Z_37_07.wav,clock_wall / clock_digital,1,eh anloge clock 10 past 10,,,,,,,,,,,
9,38,Training,Z_38_08.wav,hat_sun / hat_cowboy,1,eh womans hat with the black scarf tied around,,,,,,,,,,,
9,39,Training,Z_39_08.wav,pen_ballpoint / pen_nolid,1,eh blue biro lid on,,,,,,,,,,,
9,40,Training,Z_40_08.wav,apple_red / apple_green,1, red apple,,,,,,,,,,,
9,41,Training,Z_41_07.wav,pipe_smoke / pipe_kitchen,1,"eh pipe, brown and black",,,,,,,,,,,
9,42,Training,Z_42_08.wav,bat_animal / bat_baseball,1,"human bat, eh sorry live bat***",,,,,,,,,,,
9,43,Training,Z_43_08.wav,horse_animal / horse_rocking,1,live horse,,,,,,,,,,,
9,44,Training,Z_44_08.wav,tshirt_round / tshirt_vneck,1,orange male tshirt,,,,,,,,,,,
9,45,Training,Z_45_09.wav,glasses_reading / glasses_drinking,1,"eh yeah, black rimmed glasses",,,,,,,,,,,
9,46,Training,Z_46_08.wav,eye_pupil / I_letter,1,eh human eye,,,,,,,,,,,
9,47,Training,Z_47_08.wav,potatoes_skin / potatoes_peeled,1,brown potatoes,,,,,,,,,,,
9,48,Training,Z_48_09.wav,mouse_computer / mouse_animal,1,computer mouse,,,,,,,,,,,
10,1,Test,T_01.wav,spoon_reg / spoon_wooden,1,silver spoon,,,,,,,,,,,
10,2,Test,T_02.wav,bin_lid / bin_pedal,1,bin with a lid you open yourself,,,,,,,,,,,
10,3,Test,T_03.wav,bike_mountain / bike_motor,1,"the bicycle,  not a motorbike",,,,,,,,,,,
10,4,Test,T_04.wav,coffee_cup / coffee_saucer,1,coffee without a saucer,,,,,,,,,,,
10,5,Test,T_05.wav,mirror_wall / mirror_hand,1,a wall mounted mirror,,,,,,,,,,,
10,6,Test,T_06.wav,chair_wooden / chair_baby,1,a wooden chair,,,,,,,,,,,
10,7,Test,T_07.wav,lighter_flame / lighter_noflame,1,a lighter with a flame,,,,,,,,,,,
10,8,Test,T_08.wav,egg_shell / egg_yolk,1,the egg that's not been cracked,,,,,,,,,,,
10,9,Test,T_09.wav,umbrella_open / umbrella_closed,1,an open umbrella,,,,,,,,,,,
10,10,Test,T_10.wav,candle_unused / candle_melted,1,a candle thats not been lit,,,,,,,,,,,
10,11,Test,T_11.wav,knife_kitchen / knife_swiss,1,"a knife, not a pen knife",,,,,,,,,,,
10,12,Test,T_12.wav,car_family / car_sports,1,car with tinted windows,,,,,,,,,,,
10,13,Test,T_13.wav,lamp_bedroom / lamp_lava,1,lamp thats not a lava lamp,,,,,,,,,,,
10,14,Test,T_14.wav,gun_real / gun_toy,1,a gun without a red bit on the end ,,,,,,,,,,,
10,15,Test,T_15.wav,saddle_horse / saddle_bike,0,saddle,,,,,,,,,,,
10,16,Test,T_16.wav,pad_unlocked / pad_locked,1,an unlocked padlock,,,,,,,,,,,
10,17,Test,T_17.wav,headphones_large / headphones_small,1,headphones that go over the top of your head,,,,,,,,,,,
10,18,Test,T_18.wav,battery_AA / battery_car,0,"a battery, like an individual secular battery",,,,,,,,,,,
10,19,Test,T_19.wav,wine_glass / wine_red,1,an empty wine glass,,,,,,,,,,,
10,20,Test,T_20.wav,money_notes / money_coins,1,bank notes,,,,,,,,,,,
10,21,Test,T_21.wav,boot_foot / boot_car,0,a boot,,,,,,,,,,,
10,22,Test,T_22.wav,camera_corder / camera_cctv,0,"a camera, but not like a security camera, a film camera",,,,,,,,,,,
10,23,Test,T_23.wav,guitar_acoustic / guitar_electric,1,"guitar, thats an acoustic",,,,,,,,,,,
10,24,Test,T_24.wav,glove_wooly / glove_boxing,0,the red glove,,,,,,,,,,,
10,25,Test,T_25.wav,teapot_white / teapot_cosy,1,the teapot without a teacosy ,,,,,,,,,,,
10,26,Test,T_26.wav,helmet_bike / helmet_builders,1,bike helmet,,,,,,,,,,,
10,27,Test,T_27.wav,saw_hand / saw_electric,1,non electirc saw,,,,,,,,,,,
10,28,Test,T_28.wav,fan_hand / fan_electric,1,handheld fan,,,,,,,,,,,
10,29,Test,T_29.wav,orange_skin / orange_slice,1,an orange thats not been cut,,,,,,,,,,,
10,30,Test,T_30.wav,spade_garden / spade_beach,1,a metal spade,,,,,,,,,,,
10,31,Test,T_31.wav,key_gold / key_car,1,the gold key,,,,,,,,,,,
10,32,Test,T_32.wav,door_handle / door_knob,1,"door handle, not a door knob",,,,,,,,,,,
10,33,Test,T_33.wav,bell_hand / bell_bike,1,a bell thats not for a bike,,,,,,,,,,,
10,34,Test,T_34.wav,cheese_block / cheese_blue,1,cheese with holes in,,,,,,,,,,,
10,35,Test,T_35.wav,bee_honey / B_letter,1,an insect thats a bee,,,,,,,,,,,
10,36,Test,T_36.wav,phone_office / phone_mobile,1,a phone with a cord ,,,,,,,,,,,
10,37,Test,T_37.wav,clock_wall / clock_digital,0,"clock, (mutter), a non digital clock",,,,,,,,,,,
10,38,Test,T_38.wav,hat_sun / hat_cowboy,1,the hat with the ribbon,,,,,,,,,,,
10,39,Test,T_39.wav,pen_ballpoint / pen_nolid,1,the biro with the lid still on,,,,,,,,,,,
10,40,Test,T_40.wav,apple_red / apple_green,1,the red apple,,,,,,,,,,,
10,41,Test,T_41.wav,pipe_smoke / pipe_kitchen,1,smoking pipe,,,,,,,,,,,
10,42,Test,T_42.wav,bat_animal / bat_baseball,0,"the bat, but an animal bat not a wooden bat",,,,,,,,,,,
10,43,Test,T_43.wav,horse_animal / horse_rocking,1,ehm a real life horse,,,,,,,,,,,
10,44,Test,T_44.wav,tshirt_round / tshirt_vneck,0,"yellow tshirt, but a less fitted one, a darker yellow",,,,,,,,,,,
10,45,Test,T_45.wav,glasses_reading / glasses_drinking,1,glasses for your eyes,,,,,,,,,,,
10,46,Test,T_46.wav,eye_pupil / I_letter,1,human eye,,,,,,,,,,,
10,47,Test,T_47.wav,potatoes_skin / potatoes_peeled,0,potatoes but unpeeled potatoes,***,,,,,,,,,,
10,48,Test,T_48.wav,mouse_computer / mouse_animal,1,mouse for a computer,,,,,,,,,,,
10,1,Training,Z_01_08.wav,spoon_reg / spoon_wooden,1,silver spoon,,,,,,,,,,,
10,2,Training,Z_02_08.wav,bin_lid / bin_pedal,1,a bin with alid you open yourself?,,,,,,,,,,,
10,3,Training,Z_03_07.wav,bike_mountain / bike_motor,1,"eh bicycle, not a motorbike",,,,,,,,,,,
10,4,Training,Z_04_09.wav,coffee_cup / coffee_saucer,1,eh coffee without saucer,,,,,,,,,,,
10,5,Training,Z_05_08.wav,mirror_wall / mirror_hand,1,a wall mounted mirror,,,,,,,,,,,
10,6,Training,Z_06_08.wav,chair_wooden / chair_baby,1,wooden chair,,,,,,,,,,,
10,7,Training,Z_07_09.wav,lighter_flame / lighter_noflame,1,a lighter with a flame,,,,,,,,,,,
10,8,Training,Z_08_09.wav,egg_shell / egg_yolk,1,an egg that not been cracked,,,,,,,,,,,
10,9,Training,Z_09_09.wav,umbrella_open / umbrella_closed,1,an open umbrella,,,,,,,,,,,
10,10,Training,Z_10_08.wav,candle_unused / candle_melted,1,a candle thats not been lit,,,,,,,,,,,
10,11,Training,Z_11_06.wav,knife_kitchen / knife_swiss,1,"knife, not a pen knife",,,,,,,,,,,
10,12,Training,Z_12_08.wav,car_family / car_sports,1,a car with tinted windows,,,,,,,,,,,
10,13,Training,Z_13_07.wav,lamp_bedroom / lamp_lava,0,lamp,,,,,,,,,,,
10,14,Training,Z_14_07.wav,gun_real / gun_toy,0,a gun,,,,,,,,,,,
10,15,Training,Z_15_07.wav,saddle_horse / saddle_bike,0,a saddle,,,,,,,,,,,
10,16,Training,Z_16_09.wav,pad_unlocked / pad_locked,1,an unlocked padlock,,,,,,,,,,,
10,17,Training,Z_17_08.wav,headphones_large / headphones_small,0,some headphones,,,,,,,,,,,
10,18,Training,Z_18_09.wav,battery_AA / battery_car,0,battery,,,,,,,,,,,
10,19,Training,Z_19_06.wav,wine_glass / wine_red,1,an empty wine glass,,,,,,,,,,,
10,20,Training,Z_20_09.wav,money_notes / money_coins,1,bank notes,,,,,,,,,,,
10,21,Training,Z_21_06.wav,boot_foot / boot_car,0,a boot,,,,,,,,,,,
10,22,Training,Z_22_08.wav,camera_corder / camera_cctv,0,a camera,,,,,,,,,,,
10,23,Training,Z_23_06.wav,guitar_acoustic / guitar_electric,0,a guitar,,,,,,,,,,,
10,24,Training,Z_24_09.wav,glove_wooly / glove_boxing,0,a red glove,,,,,,,,,,,
10,25,Training,Z_25_07.wav,teapot_white / teapot_cosy,1,a teapot without a teacosy,,,,,,,,,,,
10,26,Training,Z_26_08.wav,helmet_bike / helmet_builders,1,bike helmet,,,,,,,,,,,
10,27,Training,Z_27_07.wav,saw_hand / saw_electric,1,a non electric saw,,,,,,,,,,,
10,28,Training,Z_28_08.wav,fan_hand / fan_electric,1,a hand held fan,,,,,,,,,,,
10,29,Training,Z_29_07.wav,orange_skin / orange_slice,1,the orange that's not been cut,,,,,,,,,,,
10,30,Training,Z_30_07.wav,spade_garden / spade_beach,1,a metal spade,,,,,,,,,,,
10,31,Training,Z_31_07.wav,key_gold / key_car,1,the gold key,,,,,,,,,,,
10,32,Training,Z_32_08.wav,door_handle / door_knob,1,a door handle not a door knob,,,,,,,,,,,
10,33,Training,Z_33_06.wav,bell_hand / bell_bike,1,a bell thats not for a bike,,,,,,,,,,,
